VALOR;VIGENCIADESDE;VIGENCIAHASTA
649.48;14/04/1992;14/04/1992
655.66;15/04/1992;15/04/1992
657.97;16/04/1992;20/04/1992
655.32;21/04/1992;21/04/1992
652.57;22/04/1992;22/04/1992
651.48;23/04/1992;23/04/1992
650.24;24/04/1992;24/04/1992
651.36;25/04/1992;27/04/1992
650.31;28/04/1992;28/04/1992
651.95;29/04/1992;29/04/1992
653.83;30/04/1992;30/04/1992
653.58;01/05/1992;04/05/1992
653.10;05/05/1992;05/05/1992
653.70;06/05/1992;06/05/1992
654.74;07/05/1992;07/05/1992
656.40;08/05/1992;08/05/1992
657.91;09/05/1992;11/05/1992
658.52;12/05/1992;12/05/1992
631.63;27/12/1991;27/12/1991
632.37;28/12/1991;30/12/1991
632.37;31/12/1991;31/12/1991
632.37;01/01/1992;01/01/1992
632.58;03/01/1992;03/01/1992
638.07;04/01/1992;07/01/1992
638.17;08/01/1992;08/01/1992
638.61;09/01/1992;09/01/1992
637.86;10/01/1992;10/01/1992
645.04;11/01/1992;13/01/1992
659.74;14/01/1992;14/01/1992
657.49;15/01/1992;15/01/1992
653.45;16/01/1992;16/01/1992
652.91;17/01/1992;17/01/1992
645.35;18/01/1992;20/01/1992
645.97;21/01/1992;21/01/1992
647.04;22/01/1992;22/01/1992
647.01;23/01/1992;23/01/1992
647.01;24/01/1992;24/01/1992
644.83;25/01/1992;27/01/1992
645.53;28/01/1992;28/01/1992
645.20;29/01/1992;29/01/1992
644.04;30/01/1992;30/01/1992
644.27;31/01/1992;31/01/1992
640.52;01/02/1992;03/02/1992
640.52;04/02/1992;04/02/1992
638.01;05/02/1992;05/02/1992
637.65;06/02/1992;06/02/1992
636.90;07/02/1992;07/02/1992
635.34;08/02/1992;10/02/1992
634.74;11/02/1992;11/02/1992
634.59;12/02/1992;12/02/1992
634.67;13/02/1992;13/02/1992
635.60;14/02/1992;14/02/1992
634.74;15/02/1992;17/02/1992
635.66;18/02/1992;18/02/1992
635.21;19/02/1992;19/02/1992
634.93;20/02/1992;20/02/1992
633.31;21/02/1992;21/02/1992
633.03;22/02/1992;24/02/1992
633.55;25/02/1992;25/02/1992
633.74;26/02/1992;26/02/1992
634.06;27/02/1992;27/02/1992
633.91;28/02/1992;28/02/1992
636.54;29/02/1992;02/03/1992
640.95;03/03/1992;03/03/1992
636.05;04/03/1992;04/03/1992
1,805.14;27/06/2012;27/06/2012
1,796.18;28/06/2012;28/06/2012
1,805.60;29/06/2012;29/06/2012
1,784.60;30/06/2012;03/07/2012
1,771.53;04/07/2012;05/07/2012
1,774.37;06/07/2012;06/07/2012
1,785.25;07/07/2012;09/07/2012
1,790.25;10/07/2012;10/07/2012
1,785.06;11/07/2012;11/07/2012
1,787.72;12/07/2012;12/07/2012
1,790.12;13/07/2012;13/07/2012
1,780.21;14/07/2012;16/07/2012
1,778.42;17/07/2012;17/07/2012
1,778.97;18/07/2012;18/07/2012
1,778.28;19/07/2012;19/07/2012
1,775.80;20/07/2012;23/07/2012
1,790.39;24/07/2012;24/07/2012
1,797.33;25/07/2012;25/07/2012
1,799.48;26/07/2012;26/07/2012
1,789.22;27/07/2012;27/07/2012
1,791.12;28/07/2012;30/07/2012
1,789.02;31/07/2012;31/07/2012
1,790.61;09/02/2013;11/02/2013
1,784.71;12/02/2013;12/02/2013
1,783.20;13/02/2013;13/02/2013
1,777.72;14/02/2013;14/02/2013
1,783.19;15/02/2013;15/02/2013
1,785.41;16/02/2013;19/02/2013
1,794.63;20/02/2013;20/02/2013
1,791.33;21/02/2013;21/02/2013
1,798.21;22/02/2013;22/02/2013
1,800.70;23/02/2013;25/02/2013
1,806.11;26/02/2013;26/02/2013
1,818.54;27/02/2013;27/02/2013
1,816.42;28/02/2013;28/02/2013
1,814.28;01/03/2013;01/03/2013
1,816.48;02/03/2013;04/03/2013
1,813.53;05/03/2013;05/03/2013
1,907.97;29/08/2008;29/08/2008
1,932.20;30/08/2008;02/09/2008
1,975.10;03/09/2008;03/09/2008
1,992.59;04/09/2008;04/09/2008
2,017.53;05/09/2008;05/09/2008
2,041.81;06/09/2008;08/09/2008
2,031.12;09/09/2008;09/09/2008
2,071.24;10/09/2008;10/09/2008
2,081.32;11/09/2008;11/09/2008
2,082.46;12/09/2008;12/09/2008
2,051.55;13/09/2008;15/09/2008
2,071.29;16/09/2008;16/09/2008
2,109.37;17/09/2008;17/09/2008
2,139.14;18/09/2008;18/09/2008
2,187.01;19/09/2008;19/09/2008
2,067.45;20/09/2008;22/09/2008
2,045.85;23/09/2008;23/09/2008
2,077.59;24/09/2008;24/09/2008
2,147.41;25/09/2008;25/09/2008
2,118.31;26/09/2008;26/09/2008
2,105.61;27/09/2008;29/09/2008
2,174.62;30/09/2008;30/09/2008
2,184.76;01/10/2008;01/10/2008
2,166.05;02/10/2008;02/10/2008
2,192.69;03/10/2008;03/10/2008
2,160.08;04/10/2008;06/10/2008
2,250.73;07/10/2008;07/10/2008
2,261.96;08/10/2008;08/10/2008
2,326.41;09/10/2008;09/10/2008
2,254.24;10/10/2008;10/10/2008
2,318.63;11/10/2008;14/10/2008
2,223.94;15/10/2008;15/10/2008
2,316.54;16/10/2008;16/10/2008
2,304.68;17/10/2008;17/10/2008
2,271.98;18/10/2008;20/10/2008
2,243.49;21/10/2008;21/10/2008
2,296.32;22/10/2008;22/10/2008
2,346.47;23/10/2008;23/10/2008
2,361.01;24/10/2008;24/10/2008
2,386.48;25/10/2008;27/10/2008
2,379.24;28/10/2008;28/10/2008
2,382.31;29/10/2008;29/10/2008
2,374.10;30/10/2008;30/10/2008
2,359.52;31/10/2008;31/10/2008
2,392.28;01/11/2008;04/11/2008
2,351.56;05/11/2008;05/11/2008
2,327.78;06/11/2008;06/11/2008
2,342.65;07/11/2008;07/11/2008
2,317.34;08/11/2008;10/11/2008
2,281.24;11/11/2008;12/11/2008
2,335.02;13/11/2008;13/11/2008
2,329.82;14/11/2008;14/11/2008
2,308.65;15/11/2008;18/11/2008
2,329.90;19/11/2008;19/11/2008
2,342.18;20/11/2008;20/11/2008
2,289.98;31/03/2006;31/03/2006
2,293.38;01/04/2006;03/04/2006
2,296.18;04/04/2006;04/04/2006
2,288.67;05/04/2006;05/04/2006
2,294.99;06/04/2006;06/04/2006
2,313.05;07/04/2006;07/04/2006
2,342.35;08/04/2006;10/04/2006
2,352.58;11/04/2006;11/04/2006
2,336.26;12/04/2006;12/04/2006
2,335.16;13/04/2006;17/04/2006
2,366.15;18/04/2006;18/04/2006
2,349.03;19/04/2006;19/04/2006
2,344.73;20/04/2006;20/04/2006
2,336.10;21/04/2006;21/04/2006
2,337.42;22/04/2006;24/04/2006
2,332.99;25/04/2006;25/04/2006
2,348.49;26/04/2006;26/04/2006
2,373.94;27/04/2006;27/04/2006
2,375.66;28/04/2006;28/04/2006
2,375.03;29/04/2006;02/05/2006
2,380.31;03/05/2006;03/05/2006
2,377.59;04/05/2006;04/05/2006
2,381.36;05/05/2006;05/05/2006
2,370.63;06/05/2006;08/05/2006
2,351.06;09/05/2006;09/05/2006
2,338.76;10/05/2006;10/05/2006
2,329.35;11/05/2006;11/05/2006
2,346.06;12/05/2006;12/05/2006
2,375.86;13/05/2006;15/05/2006
2,424.27;16/05/2006;16/05/2006
2,410.96;17/05/2006;17/05/2006
2,435.52;18/05/2006;18/05/2006
2,450.63;19/05/2006;19/05/2006
2,452.50;20/05/2006;22/05/2006
2,493.98;23/05/2006;23/05/2006
2,490.06;24/05/2006;24/05/2006
2,518.34;25/05/2006;25/05/2006
2,517.44;26/05/2006;26/05/2006
2,475.75;27/05/2006;30/05/2006
2,482.41;31/05/2006;31/05/2006
2,486.07;01/06/2006;01/06/2006
2,484.62;02/06/2006;02/06/2006
2,450.80;03/06/2006;05/06/2006
2,443.72;06/06/2006;06/06/2006
2,470.99;07/06/2006;07/06/2006
2,482.15;08/06/2006;08/06/2006
2,511.34;09/06/2006;09/06/2006
2,510.82;10/06/2006;12/06/2006
2,534.83;13/06/2006;13/06/2006
2,569.10;14/06/2006;14/06/2006
2,570.11;15/06/2006;15/06/2006
2,564.30;16/06/2006;16/06/2006
2,559.04;17/06/2006;20/06/2006
2,568.12;21/06/2006;21/06/2006
2,566.76;22/06/2006;22/06/2006
2,578.02;23/06/2006;23/06/2006
2,607.13;24/06/2006;27/06/2006
2,619.75;28/06/2006;28/06/2006
2,634.06;29/06/2006;29/06/2006
2,633.12;30/06/2006;30/06/2006
2,579.08;01/07/2006;05/07/2006
2,574.74;06/07/2006;06/07/2006
2,562.85;07/07/2006;07/07/2006
2,525.50;08/07/2006;10/07/2006
2,491.45;11/07/2006;11/07/2006
2,488.33;12/07/2006;12/07/2006
2,512.40;13/07/2006;13/07/2006
2,534.13;14/07/2006;14/07/2006
2,549.77;15/07/2006;17/07/2006
2,556.72;18/07/2006;18/07/2006
1,889.61;09/07/2010;09/07/2010
1,877.66;10/07/2010;12/07/2010
1,877.20;13/07/2010;13/07/2010
1,871.19;14/07/2010;14/07/2010
1,864.04;23/07/2010;23/07/2010
1,867.47;24/07/2010;26/07/2010
1,859.50;27/07/2010;27/07/2010
1,852.83;28/07/2010;28/07/2010
2,553.02;23/10/2004;25/10/2004
2,277.99;18/11/2005;18/11/2005
2,277.73;19/11/2005;21/11/2005
2,276.64;22/11/2005;22/11/2005
2,568.11;26/10/2004;26/10/2004
2,278.48;23/11/2005;23/11/2005
2,277.92;24/11/2005;25/11/2005
2,275.40;26/11/2005;28/11/2005
2,273.08;29/11/2005;29/11/2005
2,274.04;30/11/2005;30/11/2005
2,274.71;01/12/2005;01/12/2005
2,272.95;02/12/2005;02/12/2005
2,274.39;03/12/2005;05/12/2005
2,274.10;06/12/2005;06/12/2005
2,274.19;07/12/2005;07/12/2005
3,447.76;16/08/2019;16/08/2019
3,364.24;17/12/2019;17/12/2019
3,651.42;03/06/2020;03/06/2020
3,197.50;12/07/2019;12/07/2019
3,451.02;26/09/2019;26/09/2019
3,418.48;10/12/2019;10/12/2019
635.86;05/03/1992;05/03/1992
636.73;06/03/1992;06/03/1992
636.22;07/03/1992;09/03/1992
635.88;10/03/1992;10/03/1992
639.78;11/03/1992;11/03/1992
639.38;12/03/1992;12/03/1992
641.29;13/03/1992;13/03/1992
642.00;14/03/1992;16/03/1992
644.13;17/03/1992;17/03/1992
643.83;18/03/1992;18/03/1992
642.59;19/03/1992;19/03/1992
641.53;20/03/1992;20/03/1992
640.37;21/03/1992;24/03/1992
642.00;25/03/1992;25/03/1992
641.81;26/03/1992;26/03/1992
641.22;27/03/1992;27/03/1992
647.24;28/03/1992;30/03/1992
641.59;31/03/1992;31/03/1992
641.98;01/04/1992;01/04/1992
645.14;02/04/1992;02/04/1992
644.77;03/04/1992;03/04/1992
643.11;04/04/1992;06/04/1992
645.73;07/04/1992;07/04/1992
643.98;08/04/1992;08/04/1992
644.61;09/04/1992;09/04/1992
646.50;10/04/1992;10/04/1992
660.57;13/05/1992;13/05/1992
660.88;14/05/1992;14/05/1992
663.43;15/05/1992;15/05/1992
663.58;16/05/1992;18/05/1992
663.75;19/05/1992;19/05/1992
664.50;20/05/1992;20/05/1992
663.10;21/05/1992;21/05/1992
662.60;22/05/1992;22/05/1992
662.11;23/05/1992;25/05/1992
662.15;26/05/1992;26/05/1992
767.40;27/03/1993;29/03/1993
766.79;30/03/1993;30/03/1993
766.41;31/03/1993;31/03/1993
766.44;01/04/1993;01/04/1993
767.98;02/04/1993;02/04/1993
768.46;03/04/1993;05/04/1993
768.31;06/04/1993;06/04/1993
768.52;07/04/1993;07/04/1993
768.60;08/04/1993;12/04/1993
769.34;13/04/1993;13/04/1993
769.80;14/04/1993;14/04/1993
771.56;15/04/1993;15/04/1993
772.71;16/04/1993;16/04/1993
1,364.76;26/03/1998;26/03/1998
1,365.66;27/03/1998;27/03/1998
1,361.49;28/03/1998;30/03/1998
1,358.03;31/03/1998;31/03/1998
1,360.26;01/04/1998;01/04/1998
1,362.54;02/04/1998;02/04/1998
1,357.75;03/04/1998;03/04/1998
1,357.71;04/04/1998;06/04/1998
1,355.50;07/04/1998;07/04/1998
1,354.15;08/04/1998;08/04/1998
1,357.14;09/04/1998;13/04/1998
1,363.38;14/04/1998;14/04/1998
1,365.21;15/04/1998;15/04/1998
1,364.06;16/04/1998;16/04/1998
1,360.74;17/04/1998;17/04/1998
1,360.49;18/04/1998;20/04/1998
1,360.42;21/04/1998;21/04/1998
1,357.51;22/04/1998;22/04/1998
1,355.94;23/04/1998;23/04/1998
1,354.91;24/04/1998;24/04/1998
1,359.99;25/04/1998;27/04/1998
1,368.17;28/04/1998;28/04/1998
1,371.35;29/04/1998;29/04/1998
1,365.72;30/04/1998;30/04/1998
1,364.07;01/05/1998;04/05/1998
1,369.31;05/05/1998;05/05/1998
1,375.39;06/05/1998;06/05/1998
1,382.27;07/05/1998;07/05/1998
1,383.04;08/05/1998;08/05/1998
1,385.38;09/05/1998;11/05/1998
1,387.78;12/05/1998;12/05/1998
1,318.57;07/01/1998;07/01/1998
1,315.95;08/01/1998;08/01/1998
1,313.56;09/01/1998;09/01/1998
1,315.70;10/01/1998;13/01/1998
1,318.25;14/01/1998;14/01/1998
1,318.53;15/01/1998;15/01/1998
1,319.21;16/01/1998;16/01/1998
1,322.16;17/01/1998;19/01/1998
1,325.07;20/01/1998;20/01/1998
1,327.00;21/01/1998;21/01/1998
1,331.48;22/01/1998;22/01/1998
1,334.71;23/01/1998;23/01/1998
2,076.85;20/05/2000;22/05/2000
2,094.73;23/05/2000;23/05/2000
2,151.05;05/07/2000;05/07/2000
2,163.44;06/07/2000;06/07/2000
2,168.65;07/07/2000;07/07/2000
2,165.51;08/07/2000;10/07/2000
2,155.81;20/07/2000;21/07/2000
2,152.30;22/07/2000;24/07/2000
2,147.65;25/07/2000;25/07/2000
2,153.91;26/07/2000;26/07/2000
2,165.37;27/07/2000;27/07/2000
2,173.78;28/07/2000;28/07/2000
2,172.79;29/07/2000;31/07/2000
2,174.55;01/08/2000;01/08/2000
2,175.02;02/08/2000;02/08/2000
2,173.62;03/08/2000;03/08/2000
2,177.67;04/08/2000;04/08/2000
2,180.64;05/08/2000;08/08/2000
2,176.52;09/08/2000;09/08/2000
2,176.17;10/08/2000;10/08/2000
2,179.60;11/08/2000;11/08/2000
2,180.89;12/08/2000;14/08/2000
2,180.99;15/08/2000;15/08/2000
2,185.45;16/08/2000;16/08/2000
2,185.46;17/08/2000;17/08/2000
2,185.75;18/08/2000;18/08/2000
2,308.64;04/04/2001;04/04/2001
2,315.81;05/04/2001;05/04/2001
2,317.46;06/04/2001;06/04/2001
2,318.58;07/04/2001;09/04/2001
2,315.21;10/04/2001;10/04/2001
2,309.84;11/04/2001;11/04/2001
2,314.07;12/04/2001;16/04/2001
2,320.18;17/04/2001;17/04/2001
2,319.57;18/04/2001;18/04/2001
2,316.91;19/04/2001;19/04/2001
2,327.08;20/04/2001;20/04/2001
2,329.73;21/04/2001;23/04/2001
2,334.38;24/04/2001;24/04/2001
2,339.16;25/04/2001;25/04/2001
2,345.21;26/04/2001;26/04/2001
2,345.57;27/04/2001;27/04/2001
2,346.73;28/04/2001;30/04/2001
2,341.09;01/05/2001;02/05/2001
2,345.96;03/05/2001;03/05/2001
2,349.95;04/05/2001;04/05/2001
2,354.47;05/05/2001;07/05/2001
2,359.54;08/05/2001;08/05/2001
2,359.22;09/05/2001;09/05/2001
2,359.98;10/05/2001;10/05/2001
2,359.79;11/05/2001;11/05/2001
2,367.30;12/05/2001;14/05/2001
2,371.58;15/05/2001;15/05/2001
2,376.93;16/05/2001;16/05/2001
2,378.21;17/05/2001;17/05/2001
2,378.41;18/05/2001;18/05/2001
2,348.88;19/05/2001;21/05/2001
2,314.75;22/05/2001;22/05/2001
2,316.72;23/05/2001;23/05/2001
2,295.23;24/05/2001;24/05/2001
2,310.64;25/05/2001;25/05/2001
2,339.98;26/05/2001;29/05/2001
2,331.91;30/05/2001;30/05/2001
2,324.98;31/05/2001;31/05/2001
2,327.25;01/06/2001;01/06/2001
2,319.16;02/06/2001;04/06/2001
2,296.88;05/06/2001;05/06/2001
2,303.37;06/06/2001;06/06/2001
2,303.38;07/06/2001;07/06/2001
2,303.41;08/06/2001;08/06/2001
2,296.31;09/06/2001;11/06/2001
2,309.06;12/06/2001;12/06/2001
2,313.74;13/06/2001;13/06/2001
2,302.16;14/06/2001;14/06/2001
2,300.18;15/06/2001;15/06/2001
2,303.13;16/06/2001;19/06/2001
2,307.78;20/06/2001;20/06/2001
2,305.35;21/06/2001;21/06/2001
2,300.46;22/06/2001;22/06/2001
2,298.88;23/06/2001;26/06/2001
2,304.68;27/06/2001;27/06/2001
2,307.03;28/06/2001;28/06/2001
2,305.33;29/06/2001;29/06/2001
2,298.85;30/06/2001;03/07/2001
2,300.02;04/07/2001;04/07/2001
2,303.26;05/07/2001;05/07/2001
2,303.36;06/07/2001;06/07/2001
2,304.75;07/07/2001;09/07/2001
2,305.37;10/07/2001;10/07/2001
2,306.16;11/07/2001;11/07/2001
2,312.21;12/07/2001;12/07/2001
2,323.99;13/07/2001;13/07/2001
2,317.92;14/07/2001;16/07/2001
2,302.56;17/07/2001;17/07/2001
2,274.06;08/12/2005;09/12/2005
2,275.09;10/12/2005;12/12/2005
2,275.47;13/12/2005;13/12/2005
2,275.33;14/12/2005;14/12/2005
2,275.45;15/12/2005;15/12/2005
2,276.70;16/12/2005;16/12/2005
2,277.85;17/12/2005;19/12/2005
2,286.83;20/12/2005;20/12/2005
2,286.46;21/12/2005;21/12/2005
2,285.61;22/12/2005;22/12/2005
2,283.47;23/12/2005;23/12/2005
2,282.36;24/12/2005;26/12/2005
2,282.36;27/12/2005;27/12/2005
2,283.11;28/12/2005;28/12/2005
2,282.35;29/12/2005;29/12/2005
2,284.22;30/12/2005;03/01/2006
2,282.27;04/01/2006;04/01/2006
2,282.13;05/01/2006;05/01/2006
2,279.99;06/01/2006;06/01/2006
2,278.40;07/01/2006;10/01/2006
2,276.58;11/01/2006;11/01/2006
2,274.73;12/01/2006;12/01/2006
2,274.59;13/01/2006;13/01/2006
2,273.31;14/01/2006;17/01/2006
2,270.88;18/01/2006;18/01/2006
2,271.55;19/01/2006;19/01/2006
2,269.70;20/01/2006;20/01/2006
2,269.41;21/01/2006;23/01/2006
2,262.04;24/01/2006;24/01/2006
2,262.87;25/01/2006;25/01/2006
2,273.50;26/01/2006;26/01/2006
2,270.85;27/01/2006;27/01/2006
2,266.66;28/01/2006;30/01/2006
2,265.65;31/01/2006;31/01/2006
2,267.63;01/02/2006;01/02/2006
2,267.39;02/02/2006;02/02/2006
2,266.07;03/02/2006;03/02/2006
2,265.22;04/02/2006;06/02/2006
2,259.64;07/02/2006;07/02/2006
2,256.57;08/02/2006;08/02/2006
2,259.07;09/02/2006;09/02/2006
2,256.95;10/02/2006;10/02/2006
2,253.10;11/02/2006;13/02/2006
2,254.03;14/02/2006;14/02/2006
2,254.98;15/02/2006;15/02/2006
2,253.68;16/02/2006;16/02/2006
2,254.11;17/02/2006;17/02/2006
2,253.89;18/02/2006;21/02/2006
2,253.42;22/02/2006;22/02/2006
2,251.78;23/02/2006;23/02/2006
2,249.90;24/02/2006;24/02/2006
2,246.18;25/02/2006;27/02/2006
2,247.32;28/02/2006;28/02/2006
2,245.71;01/03/2006;01/03/2006
2,247.48;02/03/2006;02/03/2006
2,251.45;03/03/2006;03/03/2006
2,256.17;04/03/2006;06/03/2006
2,259.12;07/03/2006;07/03/2006
2,258.11;08/03/2006;08/03/2006
2,254.55;09/03/2006;09/03/2006
2,257.67;10/03/2006;10/03/2006
2,265.15;11/03/2006;13/03/2006
2,263.46;14/03/2006;14/03/2006
2,262.41;15/03/2006;15/03/2006
2,259.53;16/03/2006;16/03/2006
2,258.01;17/03/2006;17/03/2006
2,257.01;18/03/2006;21/03/2006
2,259.19;22/03/2006;22/03/2006
2,263.31;23/03/2006;23/03/2006
2,265.49;24/03/2006;24/03/2006
2,266.95;25/03/2006;27/03/2006
2,268.35;28/03/2006;28/03/2006
2,276.08;29/03/2006;29/03/2006
2,286.73;30/03/2006;30/03/2006
2,552.78;03/09/2004;03/09/2004
2,564.89;04/09/2004;07/09/2004
2,552.74;08/09/2004;08/09/2004
2,536.00;09/09/2004;09/09/2004
2,523.08;10/09/2004;10/09/2004
2,535.29;11/09/2004;13/09/2004
2,525.12;14/09/2004;14/09/2004
2,521.77;15/09/2004;15/09/2004
2,536.40;16/09/2004;16/09/2004
2,522.57;17/09/2004;17/09/2004
2,518.30;18/09/2004;20/09/2004
2,548.20;21/09/2004;21/09/2004
2,561.20;22/09/2004;22/09/2004
2,560.66;23/09/2004;23/09/2004
2,567.83;24/09/2004;24/09/2004
2,602.20;25/09/2004;27/09/2004
2,600.64;28/09/2004;28/09/2004
2,596.28;29/09/2004;29/09/2004
2,595.17;30/09/2004;30/09/2004
2,608.30;01/10/2004;01/10/2004
2,630.81;02/10/2004;04/10/2004
2,629.65;05/10/2004;05/10/2004
2,608.36;06/10/2004;06/10/2004
2,603.34;07/10/2004;07/10/2004
2,601.70;08/10/2004;08/10/2004
2,583.74;09/10/2004;12/10/2004
2,558.04;13/10/2004;13/10/2004
2,553.07;14/10/2004;14/10/2004
1,809.65;06/03/2013;06/03/2013
1,808.00;07/03/2013;07/03/2013
1,803.65;08/03/2013;08/03/2013
1,800.45;09/03/2013;11/03/2013
1,801.20;12/03/2013;12/03/2013
1,801.64;13/03/2013;13/03/2013
1,798.56;14/03/2013;14/03/2013
1,797.28;15/03/2013;15/03/2013
2,612.30;20/04/2004;20/04/2004
2,620.94;21/04/2004;21/04/2004
2,264.57;02/04/2002;02/04/2002
2,257.16;03/04/2002;03/04/2002
2,267.99;04/04/2002;04/04/2002
2,269.35;05/04/2002;05/04/2002
2,263.03;06/04/2002;08/04/2002
2,255.02;09/04/2002;09/04/2002
2,254.45;10/04/2002;10/04/2002
2,257.78;11/04/2002;11/04/2002
2,261.66;12/04/2002;12/04/2002
2,264.98;13/04/2002;15/04/2002
2,266.92;16/04/2002;16/04/2002
2,262.56;17/04/2002;17/04/2002
2,045.51;10/05/2007;10/05/2007
2,041.39;11/05/2007;11/05/2007
2,029.20;12/05/2007;14/05/2007
2,002.04;15/05/2007;15/05/2007
1,995.17;16/05/2007;16/05/2007
1,988.01;17/05/2007;17/05/2007
1,990.43;18/05/2007;18/05/2007
1,985.33;19/05/2007;22/05/2007
1,957.54;23/05/2007;23/05/2007
1,963.56;24/05/2007;24/05/2007
1,962.59;25/05/2007;25/05/2007
1,934.55;26/05/2007;29/05/2007
1,914.96;30/05/2007;30/05/2007
1,930.64;31/05/2007;31/05/2007
1,900.09;01/06/2007;01/06/2007
1,885.80;02/06/2007;04/06/2007
1,882.06;05/06/2007;05/06/2007
1,877.88;06/06/2007;06/06/2007
1,886.92;07/06/2007;07/06/2007
1,900.68;08/06/2007;08/06/2007
1,931.36;13/06/2007;13/06/2007
1,542.11;01/01/1999;04/01/1999
1,545.11;05/01/1999;05/01/1999
1,528.28;06/01/1999;06/01/1999
1,530.48;07/01/1999;07/01/1999
1,543.22;08/01/1999;08/01/1999
1,535.96;09/01/1999;12/01/1999
1,549.35;13/01/1999;13/01/1999
1,588.80;14/01/1999;14/01/1999
1,584.42;15/01/1999;15/01/1999
1,596.59;16/01/1999;18/01/1999
1,580.40;19/01/1999;19/01/1999
1,587.18;20/01/1999;20/01/1999
1,582.57;21/01/1999;21/01/1999
1,589.65;22/01/1999;22/01/1999
1,591.81;23/01/1999;25/01/1999
1,591.58;26/01/1999;26/01/1999
1,591.69;27/01/1999;27/01/1999
1,590.33;28/01/1999;28/01/1999
1,580.72;29/01/1999;29/01/1999
1,582.90;30/01/1999;01/02/1999
1,581.27;02/02/1999;02/02/1999
1,576.22;03/02/1999;03/02/1999
1,574.07;04/02/1999;04/02/1999
1,575.69;05/02/1999;05/02/1999
1,570.94;06/02/1999;08/02/1999
1,562.14;09/02/1999;09/02/1999
1,563.39;10/02/1999;10/02/1999
1,570.81;11/02/1999;11/02/1999
1,317.15;06/01/1998;06/01/1998
1,951.56;31/03/2000;31/03/2000
2,031.86;10/05/2000;10/05/2000
2,171.63;11/07/2000;11/07/2000
2,183.01;19/08/2000;22/08/2000
1,494.11;19/12/1998;21/12/1998
1,477.51;22/12/1998;22/12/1998
1,467.04;23/12/1998;23/12/1998
1,484.88;24/12/1998;24/12/1998
1,484.88;25/12/1998;28/12/1998
1,507.52;29/12/1998;29/12/1998
1,535.55;30/12/1998;30/12/1998
1,542.11;31/12/1998;31/12/1998
3,126.19;23/03/2019;26/03/2019
3,174.79;30/03/2019;01/04/2019
3,440.66;22/11/2019;22/11/2019
3,253.89;10/01/2020;10/01/2020
3,288.05;14/01/2020;14/01/2020
2,298.76;18/07/2001;18/07/2001
2,298.63;19/07/2001;19/07/2001
2,301.67;20/07/2001;23/07/2001
2,302.26;24/07/2001;24/07/2001
2,301.56;25/07/2001;25/07/2001
2,302.70;26/07/2001;26/07/2001
2,301.53;27/07/2001;27/07/2001
2,301.70;28/07/2001;30/07/2001
2,298.27;31/07/2001;31/07/2001
2,293.25;01/08/2001;01/08/2001
2,295.19;02/08/2001;02/08/2001
2,298.91;03/08/2001;03/08/2001
2,295.72;04/08/2001;06/08/2001
2,291.46;07/08/2001;08/08/2001
2,295.05;09/08/2001;09/08/2001
2,291.50;10/08/2001;10/08/2001
2,288.03;11/08/2001;13/08/2001
2,284.90;14/08/2001;14/08/2001
2,284.98;15/08/2001;15/08/2001
2,291.41;16/08/2001;16/08/2001
2,288.18;17/08/2001;17/08/2001
2,285.06;18/08/2001;21/08/2001
2,283.86;22/08/2001;22/08/2001
2,279.25;23/08/2001;23/08/2001
2,275.07;24/08/2001;24/08/2001
2,273.50;25/08/2001;27/08/2001
2,282.56;28/08/2001;28/08/2001
2,290.57;29/08/2001;29/08/2001
2,297.24;30/08/2001;30/08/2001
2,301.23;31/08/2001;31/08/2001
2,296.85;01/09/2001;03/09/2001
2,305.15;04/09/2001;04/09/2001
2,305.28;05/09/2001;05/09/2001
2,312.87;06/09/2001;06/09/2001
2,317.02;07/09/2001;07/09/2001
2,320.09;08/09/2001;10/09/2001
2,324.78;11/09/2001;11/09/2001
2,341.28;12/09/2001;12/09/2001
2,341.14;13/09/2001;13/09/2001
2,337.25;14/09/2001;14/09/2001
2,342.44;15/09/2001;17/09/2001
2,342.18;18/09/2001;18/09/2001
2,338.39;19/09/2001;19/09/2001
2,342.04;20/09/2001;20/09/2001
2,341.68;21/09/2001;21/09/2001
2,342.18;22/09/2001;24/09/2001
2,329.70;25/09/2001;25/09/2001
2,327.09;26/09/2001;26/09/2001
2,328.49;27/09/2001;27/09/2001
2,328.75;28/09/2001;28/09/2001
2,332.19;29/09/2001;01/10/2001
2,338.45;02/10/2001;02/10/2001
2,334.24;03/10/2001;03/10/2001
2,336.18;04/10/2001;04/10/2001
2,336.28;05/10/2001;05/10/2001
2,331.03;06/10/2001;08/10/2001
2,331.02;09/10/2001;09/10/2001
2,328.91;10/10/2001;10/10/2001
2,320.41;11/10/2001;11/10/2001
2,312.33;12/10/2001;12/10/2001
2,314.74;13/10/2001;16/10/2001
2,303.30;17/10/2001;17/10/2001
2,300.01;18/10/2001;18/10/2001
2,313.24;19/10/2001;19/10/2001
2,315.26;20/10/2001;22/10/2001
2,318.47;23/10/2001;23/10/2001
2,316.14;24/10/2001;24/10/2001
2,319.53;25/10/2001;25/10/2001
2,316.68;26/10/2001;26/10/2001
2,314.50;27/10/2001;29/10/2001
2,311.42;30/10/2001;30/10/2001
2,310.02;31/10/2001;31/10/2001
2,309.12;01/11/2001;01/11/2001
2,309.89;02/11/2001;02/11/2001
2,309.42;03/11/2001;06/11/2001
2,309.22;07/11/2001;07/11/2001
