VALOR;VIGENCIADESDE;VIGENCIAHASTA
1,022.00;08/01/1997;08/01/1997
1,020.16;09/01/1997;09/01/1997
1,013.68;10/01/1997;10/01/1997
1,011.01;11/01/1997;13/01/1997
1,015.53;14/01/1997;14/01/1997
1,026.53;15/01/1997;15/01/1997
1,023.47;16/01/1997;16/01/1997
1,018.15;17/01/1997;17/01/1997
1,020.90;18/01/1997;20/01/1997
1,022.75;21/01/1997;21/01/1997
1,023.67;22/01/1997;22/01/1997
1,031.02;23/01/1997;23/01/1997
1,031.51;24/01/1997;24/01/1997
1,032.62;25/01/1997;27/01/1997
1,040.07;28/01/1997;28/01/1997
1,057.00;29/01/1997;29/01/1997
897.77;27/07/1995;27/07/1995
895.56;28/07/1995;28/07/1995
897.63;29/07/1995;31/07/1995
2,283.33;23/11/2006;24/11/2006
2,298.52;25/11/2006;27/11/2006
2,320.64;28/11/2006;28/11/2006
2,317.35;29/11/2006;29/11/2006
2,300.42;30/11/2006;30/11/2006
1,924.54;09/06/2007;12/06/2007
2,295.99;01/12/2006;01/12/2006
2,293.42;02/12/2006;04/12/2006
2,292.63;05/12/2006;05/12/2006
2,278.97;06/12/2006;06/12/2006
2,279.82;07/12/2006;07/12/2006
2,280.50;08/12/2006;11/12/2006
2,272.09;12/12/2006;12/12/2006
2,272.27;13/12/2006;13/12/2006
2,272.75;14/12/2006;14/12/2006
2,270.18;15/12/2006;15/12/2006
2,262.15;16/12/2006;18/12/2006
2,255.38;19/12/2006;19/12/2006
2,249.28;20/12/2006;20/12/2006
2,234.36;21/12/2006;21/12/2006
2,229.28;22/12/2006;22/12/2006
2,228.76;23/12/2006;26/12/2006
2,225.44;27/12/2006;27/12/2006
2,233.31;28/12/2006;28/12/2006
2,238.79;29/12/2006;02/01/2007
2,231.42;03/01/2007;03/01/2007
2,218.11;04/01/2007;04/01/2007
2,218.05;05/01/2007;05/01/2007
2,228.38;06/01/2007;09/01/2007
2,238.52;10/01/2007;10/01/2007
2,250.60;11/01/2007;11/01/2007
2,231.48;12/01/2007;12/01/2007
2,221.35;13/01/2007;16/01/2007
2,221.96;17/01/2007;17/01/2007
2,224.22;18/01/2007;18/01/2007
2,226.06;19/01/2007;19/01/2007
2,229.29;20/01/2007;22/01/2007
2,240.32;23/01/2007;23/01/2007
2,250.38;24/01/2007;24/01/2007
2,254.67;25/01/2007;25/01/2007
2,252.88;26/01/2007;26/01/2007
2,259.43;27/01/2007;29/01/2007
2,261.22;30/01/2007;30/01/2007
2,259.72;31/01/2007;31/01/2007
2,255.17;01/02/2007;01/02/2007
2,246.06;02/02/2007;02/02/2007
2,241.53;03/02/2007;05/02/2007
2,229.30;06/02/2007;06/02/2007
2,232.37;07/02/2007;07/02/2007
2,235.30;08/02/2007;08/02/2007
2,239.20;09/02/2007;09/02/2007
2,229.87;10/02/2007;12/02/2007
2,230.40;13/02/2007;13/02/2007
2,223.30;14/02/2007;14/02/2007
2,221.43;15/02/2007;15/02/2007
2,219.15;16/02/2007;16/02/2007
2,221.70;17/02/2007;20/02/2007
2,220.76;21/02/2007;21/02/2007
2,218.78;22/02/2007;22/02/2007
2,214.44;23/02/2007;23/02/2007
2,216.57;24/02/2007;26/02/2007
2,211.46;27/02/2007;27/02/2007
2,224.12;28/02/2007;28/02/2007
2,231.94;01/03/2007;01/03/2007
2,246.88;02/03/2007;02/03/2007
2,242.62;03/03/2007;05/03/2007
2,245.71;06/03/2007;06/03/2007
2,222.45;07/03/2007;07/03/2007
2,218.94;08/03/2007;08/03/2007
2,214.05;09/03/2007;09/03/2007
2,210.98;10/03/2007;12/03/2007
2,205.77;13/03/2007;13/03/2007
2,206.38;14/03/2007;14/03/2007
2,210.12;15/03/2007;15/03/2007
2,197.76;16/03/2007;16/03/2007
2,204.05;17/03/2007;20/03/2007
2,186.21;21/03/2007;21/03/2007
2,172.60;22/03/2007;22/03/2007
2,168.95;23/03/2007;23/03/2007
2,174.72;24/03/2007;26/03/2007
2,172.14;27/03/2007;27/03/2007
2,172.09;28/03/2007;28/03/2007
2,169.67;29/03/2007;29/03/2007
2,155.06;30/03/2007;30/03/2007
2,190.30;31/03/2007;02/04/2007
2,189.18;03/04/2007;03/04/2007
2,171.47;04/04/2007;04/04/2007
2,166.93;05/04/2007;09/04/2007
2,164.55;10/04/2007;10/04/2007
2,157.82;11/04/2007;11/04/2007
2,154.61;12/04/2007;12/04/2007
2,152.65;13/04/2007;13/04/2007
2,138.74;14/04/2007;16/04/2007
2,136.82;17/04/2007;17/04/2007
2,141.35;18/04/2007;18/04/2007
2,148.46;19/04/2007;19/04/2007
2,143.31;20/04/2007;20/04/2007
2,121.42;21/04/2007;23/04/2007
2,115.56;24/04/2007;24/04/2007
2,119.37;25/04/2007;25/04/2007
2,112.61;26/04/2007;26/04/2007
2,111.52;27/04/2007;27/04/2007
2,110.67;28/04/2007;30/04/2007
2,104.16;01/05/2007;02/05/2007
2,085.18;03/05/2007;03/05/2007
2,077.12;04/05/2007;04/05/2007
2,069.01;05/05/2007;07/05/2007
2,081.24;08/05/2007;08/05/2007
2,074.03;09/05/2007;09/05/2007
1,955.84;23/04/2010;23/04/2010
1,950.89;24/04/2010;26/04/2010
1,943.41;27/04/2010;27/04/2010
1,961.82;28/04/2010;28/04/2010
1,973.05;29/04/2010;29/04/2010
1,969.75;30/04/2010;30/04/2010
1,950.44;01/05/2010;03/05/2010
1,973.42;04/05/2010;04/05/2010
1,988.47;05/05/2010;05/05/2010
2,003.37;06/05/2010;06/05/2010
2,010.13;07/05/2010;07/05/2010
2,029.54;08/05/2010;10/05/2010
1,988.32;11/05/2010;11/05/2010
1,980.50;12/05/2010;12/05/2010
1,966.36;13/05/2010;13/05/2010
1,959.62;14/05/2010;14/05/2010
1,968.10;15/05/2010;18/05/2010
1,976.46;19/05/2010;19/05/2010
1,997.09;20/05/2010;20/05/2010
2,017.68;21/05/2010;21/05/2010
1,998.42;22/05/2010;24/05/2010
1,975.01;25/05/2010;25/05/2010
1,989.51;26/05/2010;26/05/2010
1,976.40;27/05/2010;27/05/2010
1,966.80;28/05/2010;28/05/2010
1,971.55;29/05/2010;01/06/2010
1,971.45;02/06/2010;02/06/2010
1,963.36;03/06/2010;03/06/2010
1,961.47;04/06/2010;04/06/2010
1,965.83;05/06/2010;08/06/2010
1,960.50;09/06/2010;09/06/2010
1,943.41;10/06/2010;10/06/2010
1,928.83;11/06/2010;11/06/2010
1,925.35;12/06/2010;15/06/2010
1,917.82;16/06/2010;16/06/2010
1,912.29;17/06/2010;17/06/2010
1,902.78;18/06/2010;18/06/2010
1,906.61;19/06/2010;21/06/2010
1,889.51;22/06/2010;22/06/2010
1,886.05;23/06/2010;23/06/2010
1,828.75;21/01/2012;23/01/2012
1,811.55;24/01/2012;24/01/2012
1,814.58;25/01/2012;25/01/2012
1,814.69;26/01/2012;26/01/2012
1,801.88;27/01/2012;27/01/2012
1,810.55;28/01/2012;30/01/2012
1,815.08;31/01/2012;31/01/2012
1,805.98;01/02/2012;01/02/2012
1,797.68;02/02/2012;02/02/2012
1,795.55;03/02/2012;03/02/2012
1,784.77;04/02/2012;06/02/2012
1,787.96;07/02/2012;07/02/2012
1,783.34;08/02/2012;08/02/2012
1,778.90;09/02/2012;09/02/2012
1,774.96;10/02/2012;10/02/2012
1,785.59;11/02/2012;13/02/2012
1,778.12;14/02/2012;14/02/2012
1,785.24;15/02/2012;15/02/2012
1,791.29;16/02/2012;16/02/2012
1,792.92;17/02/2012;17/02/2012
1,777.27;28/02/2012;28/02/2012
1,767.83;29/02/2012;29/02/2012
1,766.85;01/03/2012;01/03/2012
1,770.70;02/03/2012;02/03/2012
2,261.37;27/03/2002;27/03/2002
1,947.31;07/09/1999;07/09/1999
1,969.82;08/09/1999;08/09/1999
1,972.35;09/09/1999;09/09/1999
1,976.07;10/09/1999;10/09/1999
1,981.41;11/09/1999;13/09/1999
1,977.85;14/09/1999;14/09/1999
1,970.54;15/09/1999;15/09/1999
1,967.58;16/09/1999;16/09/1999
1,977.52;17/09/1999;17/09/1999
1,987.08;18/09/1999;20/09/1999
1,981.64;21/09/1999;21/09/1999
1,975.46;22/09/1999;22/09/1999
3,190.33;13/07/2019;15/07/2019
3,441.88;27/02/2020;27/02/2020
3,512.17;03/03/2020;03/03/2020
3,723.67;02/07/2020;02/07/2020
3,295.51;16/05/2019;16/05/2019
3,401.04;05/09/2019;05/09/2019
3,442.78;22/10/2019;22/10/2019
3,455.56;04/03/2020;04/03/2020
3,901.30;14/05/2020;14/05/2020
898.35;01/08/1995;01/08/1995
900.78;02/08/1995;02/08/1995
905.53;03/08/1995;03/08/1995
917.53;04/08/1995;04/08/1995
916.14;05/08/1995;07/08/1995
916.14;08/08/1995;08/08/1995
920.10;09/08/1995;09/08/1995
919.32;10/08/1995;10/08/1995
1,062.08;11/05/1996;13/05/1996
1,065.78;14/05/1996;14/05/1996
1,066.24;15/05/1996;15/05/1996
1,066.61;16/05/1996;16/05/1996
1,065.88;17/05/1996;17/05/1996
1,066.47;18/05/1996;21/05/1996
1,068.18;22/05/1996;22/05/1996
1,068.91;23/05/1996;23/05/1996
1,069.47;24/05/1996;24/05/1996
1,068.94;25/05/1996;27/05/1996
1,069.80;28/05/1996;28/05/1996
1,071.19;29/05/1996;29/05/1996
1,072.24;30/05/1996;30/05/1996
1,073.06;31/05/1996;31/05/1996
1,072.59;01/06/1996;03/06/1996
1,074.70;04/06/1996;04/06/1996
1,074.72;05/06/1996;05/06/1996
1,074.27;06/06/1996;06/06/1996
1,920.83;15/01/2000;17/01/2000
1,919.21;18/01/2000;18/01/2000
1,928.51;19/01/2000;19/01/2000
1,945.17;20/01/2000;20/01/2000
1,938.84;21/01/2000;21/01/2000
1,931.97;22/01/2000;24/01/2000
1,943.88;25/01/2000;25/01/2000
1,939.63;26/01/2000;26/01/2000
1,958.17;27/01/2000;27/01/2000
1,976.14;28/01/2000;28/01/2000
1,976.72;29/01/2000;31/01/2000
1,973.36;01/02/2000;01/02/2000
1,970.61;02/02/2000;02/02/2000
1,965.61;03/02/2000;03/02/2000
917.13;11/08/1995;11/08/1995
919.13;12/08/1995;14/08/1995
928.25;16/08/1995;16/08/1995
944.55;17/08/1995;17/08/1995
947.22;18/08/1995;18/08/1995
946.83;19/08/1995;21/08/1995
946.83;22/08/1995;22/08/1995
949.51;23/08/1995;23/08/1995
955.12;24/08/1995;24/08/1995
962.60;25/08/1995;25/08/1995
970.65;26/08/1995;28/08/1995
972.03;29/08/1995;29/08/1995
963.93;30/08/1995;30/08/1995
960.19;31/08/1995;31/08/1995
949.35;01/09/1995;01/09/1995
948.23;02/09/1995;04/09/1995
957.54;05/09/1995;05/09/1995
958.46;06/09/1995;06/09/1995
953.63;07/09/1995;07/09/1995
954.64;08/09/1995;08/09/1995
958.31;09/09/1995;11/09/1995
958.59;12/09/1995;12/09/1995
959.18;13/09/1995;13/09/1995
959.15;14/09/1995;14/09/1995
960.25;15/09/1995;15/09/1995
960.91;16/09/1995;18/09/1995
962.50;19/09/1995;19/09/1995
970.08;20/09/1995;20/09/1995
974.88;21/09/1995;21/09/1995
974.23;22/09/1995;22/09/1995
975.90;23/09/1995;25/09/1995
977.35;26/09/1995;26/09/1995
980.54;27/09/1995;27/09/1995
981.09;28/09/1995;28/09/1995
972.80;29/09/1995;29/09/1995
966.78;30/09/1995;02/10/1995
971.22;03/10/1995;03/10/1995
976.76;04/10/1995;04/10/1995
972.75;05/10/1995;05/10/1995
972.93;06/10/1995;06/10/1995
979.16;07/10/1995;09/10/1995
982.84;10/10/1995;10/10/1995
981.45;11/10/1995;11/10/1995
981.26;12/10/1995;12/10/1995
984.88;13/10/1995;13/10/1995
987.00;14/10/1995;16/10/1995
987.00;17/10/1995;17/10/1995
990.52;18/10/1995;18/10/1995
991.22;19/10/1995;19/10/1995
991.52;20/10/1995;20/10/1995
988.96;21/10/1995;23/10/1995
991.98;24/10/1995;24/10/1995
993.68;25/10/1995;25/10/1995
994.77;26/10/1995;26/10/1995
995.01;27/10/1995;27/10/1995
994.99;28/10/1995;30/10/1995
994.50;31/10/1995;31/10/1995
996.76;01/11/1995;01/11/1995
996.96;02/11/1995;02/11/1995
998.18;03/11/1995;03/11/1995
998.49;04/11/1995;06/11/1995
998.49;07/11/1995;07/11/1995
999.51;08/11/1995;08/11/1995
999.73;09/11/1995;09/11/1995
1,000.13;10/11/1995;10/11/1995
999.77;11/11/1995;13/11/1995
999.77;14/11/1995;14/11/1995
1,001.14;15/11/1995;15/11/1995
1,001.62;16/11/1995;16/11/1995
1,002.25;17/11/1995;17/11/1995
1,002.63;18/11/1995;20/11/1995
1,003.44;21/11/1995;21/11/1995
1,003.47;22/11/1995;22/11/1995
1,002.49;23/11/1995;23/11/1995
1,001.23;24/11/1995;24/11/1995
1,000.69;25/11/1995;27/11/1995
1,003.24;28/11/1995;28/11/1995
1,001.73;29/11/1995;29/11/1995
998.16;30/11/1995;30/11/1995
998.15;01/12/1995;01/12/1995
997.87;02/12/1995;04/12/1995
995.93;05/12/1995;05/12/1995
990.16;06/12/1995;06/12/1995
983.29;07/12/1995;07/12/1995
974.04;08/12/1995;11/12/1995
979.87;12/12/1995;12/12/1995
986.17;13/12/1995;13/12/1995
994.57;14/12/1995;14/12/1995
992.88;15/12/1995;15/12/1995
988.94;16/12/1995;18/12/1995
986.71;19/12/1995;19/12/1995
987.22;20/12/1995;20/12/1995
985.39;21/12/1995;21/12/1995
984.06;22/12/1995;22/12/1995
984.96;23/12/1995;26/12/1995
990.10;27/12/1995;27/12/1995
986.96;28/12/1995;28/12/1995
987.65;29/12/1995;29/12/1995
987.65;30/12/1995;02/01/1996
994.31;03/01/1996;03/01/1996
994.50;04/01/1996;04/01/1996
998.68;05/01/1996;05/01/1996
997.06;06/01/1996;08/01/1996
997.06;09/01/1996;09/01/1996
1,003.44;10/01/1996;10/01/1996
1,003.86;11/01/1996;11/01/1996
1,002.59;12/01/1996;12/01/1996
1,005.63;13/01/1996;15/01/1996
1,011.59;16/01/1996;16/01/1996
1,011.72;17/01/1996;17/01/1996
1,010.34;18/01/1996;18/01/1996
1,015.10;19/01/1996;19/01/1996
1,018.99;20/01/1996;22/01/1996
1,019.17;23/01/1996;23/01/1996
1,024.89;24/01/1996;24/01/1996
1,026.08;25/01/1996;25/01/1996
1,026.78;26/01/1996;26/01/1996
1,026.89;27/01/1996;29/01/1996
1,027.61;30/01/1996;30/01/1996
1,028.14;31/01/1996;31/01/1996
1,026.30;01/02/1996;01/02/1996
1,024.89;02/02/1996;02/02/1996
1,021.29;03/02/1996;05/02/1996
1,022.93;06/02/1996;06/02/1996
1,021.30;07/02/1996;07/02/1996
1,022.28;08/02/1996;08/02/1996
1,024.17;09/02/1996;09/02/1996
1,023.07;10/02/1996;12/02/1996
1,027.54;13/02/1996;13/02/1996
1,028.58;14/02/1996;14/02/1996
1,027.57;15/02/1996;15/02/1996
1,030.67;16/02/1996;16/02/1996
1,029.50;17/02/1996;19/02/1996
1,033.41;20/02/1996;20/02/1996
1,034.34;21/02/1996;21/02/1996
1,035.43;22/02/1996;22/02/1996
1,035.04;23/02/1996;23/02/1996
1,036.71;24/02/1996;26/02/1996
1,038.49;27/02/1996;27/02/1996
1,039.06;28/02/1996;28/02/1996
1,039.81;29/02/1996;29/02/1996
1,039.90;01/03/1996;01/03/1996
1,040.70;02/03/1996;04/03/1996
1,041.28;05/03/1996;05/03/1996
1,041.83;06/03/1996;06/03/1996
1,042.03;07/03/1996;07/03/1996
1,992.36;23/09/1999;23/09/1999
1,994.86;24/09/1999;24/09/1999
1,995.64;25/09/1999;27/09/1999
2,013.24;28/09/1999;28/09/1999
2,003.82;29/09/1999;29/09/1999
2,017.27;30/09/1999;30/09/1999
2,015.15;01/10/1999;01/10/1999
2,004.22;02/10/1999;04/10/1999
1,992.65;05/10/1999;05/10/1999
2,000.48;06/10/1999;06/10/1999
1,995.71;07/10/1999;07/10/1999
1,993.18;08/10/1999;08/10/1999
1,992.74;09/10/1999;11/10/1999
1,992.03;12/10/1999;12/10/1999
1,988.70;13/10/1999;13/10/1999
1,981.14;14/10/1999;14/10/1999
1,975.80;15/10/1999;15/10/1999
1,977.04;16/10/1999;19/10/1999
1,965.92;20/10/1999;20/10/1999
1,957.53;21/10/1999;21/10/1999
1,946.00;22/10/1999;22/10/1999
1,946.24;23/10/1999;25/10/1999
1,949.33;26/10/1999;26/10/1999
1,966.07;27/10/1999;27/10/1999
1,968.90;28/10/1999;28/10/1999
1,965.44;29/10/1999;29/10/1999
1,971.59;30/10/1999;02/11/1999
1,966.50;03/11/1999;03/11/1999
1,960.70;04/11/1999;04/11/1999
1,962.16;05/11/1999;05/11/1999
1,959.46;06/11/1999;08/11/1999
1,954.56;09/11/1999;09/11/1999
1,948.05;10/11/1999;10/11/1999
1,951.11;11/11/1999;11/11/1999
1,958.41;12/11/1999;12/11/1999
1,961.80;13/11/1999;16/11/1999
1,961.70;17/11/1999;17/11/1999
1,946.27;18/11/1999;18/11/1999
1,927.47;19/11/1999;19/11/1999
1,925.11;20/11/1999;22/11/1999
1,935.48;23/11/1999;23/11/1999
1,925.00;24/11/1999;24/11/1999
1,912.86;25/11/1999;25/11/1999
1,918.85;26/11/1999;26/11/1999
1,921.93;27/11/1999;29/11/1999
1,923.77;30/11/1999;30/11/1999
1,922.47;01/12/1999;01/12/1999
1,918.63;02/12/1999;02/12/1999
1,911.35;03/12/1999;03/12/1999
1,903.80;04/12/1999;06/12/1999
1,886.46;07/12/1999;07/12/1999
1,888.99;08/12/1999;09/12/1999
1,906.91;10/12/1999;10/12/1999
1,900.22;11/12/1999;13/12/1999
1,905.50;14/12/1999;14/12/1999
1,891.67;15/12/1999;15/12/1999
1,874.14;16/12/1999;16/12/1999
1,879.55;17/12/1999;17/12/1999
1,867.02;18/12/1999;20/12/1999
1,868.47;21/12/1999;21/12/1999
1,884.64;22/12/1999;22/12/1999
1,886.27;23/12/1999;23/12/1999
1,874.77;24/12/1999;24/12/1999
1,874.58;25/12/1999;27/12/1999
1,870.65;28/12/1999;28/12/1999
1,867.82;29/12/1999;29/12/1999
1,873.77;30/12/1999;03/01/2000
1,874.35;04/01/2000;04/01/2000
1,895.97;05/01/2000;05/01/2000
1,912.69;06/01/2000;06/01/2000
1,911.33;07/01/2000;07/01/2000
1,900.14;08/01/2000;11/01/2000
1,902.25;12/01/2000;12/01/2000
1,904.54;13/01/2000;13/01/2000
1,917.38;14/01/2000;14/01/2000
2,267.33;02/02/2002;04/02/2002
2,266.61;05/02/2002;05/02/2002
2,259.81;06/02/2002;06/02/2002
2,254.98;07/02/2002;07/02/2002
2,260.17;08/02/2002;08/02/2002
2,272.76;09/02/2002;11/02/2002
2,283.14;12/02/2002;12/02/2002
2,290.19;13/02/2002;13/02/2002
2,309.27;14/02/2002;14/02/2002
2,312.03;15/02/2002;15/02/2002
2,288.54;16/02/2002;18/02/2002
2,288.98;19/02/2002;19/02/2002
2,280.98;20/02/2002;20/02/2002
2,282.94;21/02/2002;21/02/2002
2,309.45;22/02/2002;22/02/2002
2,307.75;23/02/2002;25/02/2002
2,310.21;26/02/2002;26/02/2002
2,313.13;27/02/2002;27/02/2002
2,309.82;28/02/2002;28/02/2002
2,306.45;01/03/2002;01/03/2002
2,306.33;02/03/2002;04/03/2002
2,299.15;05/03/2002;05/03/2002
2,293.60;06/03/2002;06/03/2002
2,290.00;07/03/2002;07/03/2002
2,289.83;08/03/2002;08/03/2002
2,283.83;09/03/2002;11/03/2002
2,269.88;12/03/2002;12/03/2002
2,269.17;13/03/2002;13/03/2002
2,270.66;14/03/2002;14/03/2002
2,272.27;15/03/2002;15/03/2002
2,278.56;16/03/2002;18/03/2002
2,282.25;19/03/2002;19/03/2002
2,274.53;20/03/2002;20/03/2002
2,279.60;21/03/2002;21/03/2002
2,280.00;22/03/2002;22/03/2002
2,274.47;23/03/2002;26/03/2002
2,261.23;28/03/2002;01/04/2002
1,775.69;03/03/2012;05/03/2012
1,774.03;06/03/2012;06/03/2012
1,779.32;07/03/2012;07/03/2012
1,773.88;08/03/2012;08/03/2012
1,765.06;09/03/2012;09/03/2012
1,762.08;10/03/2012;12/03/2012
1,766.10;13/03/2012;13/03/2012
1,760.77;14/03/2012;14/03/2012
1,761.04;15/03/2012;15/03/2012
1,761.02;16/03/2012;16/03/2012
1,758.38;17/03/2012;20/03/2012
1,759.78;21/03/2012;21/03/2012
1,758.03;22/03/2012;22/03/2012
1,761.87;23/03/2012;23/03/2012
1,760.17;24/03/2012;26/03/2012
1,759.58;27/03/2012;27/03/2012
1,762.93;28/03/2012;28/03/2012
1,771.25;29/03/2012;29/03/2012
1,784.66;30/03/2012;30/03/2012
1,792.07;31/03/2012;02/04/2012
1,779.13;03/04/2012;03/04/2012
1,767.84;04/04/2012;04/04/2012
1,772.58;05/04/2012;09/04/2012
1,779.53;10/04/2012;10/04/2012
1,793.30;11/04/2012;11/04/2012
1,787.66;12/04/2012;12/04/2012
1,778.78;13/04/2012;13/04/2012
1,777.12;14/04/2012;16/04/2012
1,775.67;17/04/2012;17/04/2012
1,769.07;18/04/2012;18/04/2012
1,774.21;19/04/2012;19/04/2012
1,776.06;20/04/2012;20/04/2012
1,771.13;21/04/2012;23/04/2012
1,774.44;24/04/2012;24/04/2012
1,767.91;25/04/2012;25/04/2012
1,763.85;26/04/2012;26/04/2012
1,764.63;27/04/2012;27/04/2012
1,761.20;28/04/2012;30/04/2012
1,764.00;01/05/2012;02/05/2012
1,760.12;03/05/2012;03/05/2012
1,754.89;04/05/2012;04/05/2012
1,757.24;05/05/2012;07/05/2012
1,759.12;08/05/2012;08/05/2012
1,760.60;09/05/2012;09/05/2012
1,775.96;10/05/2012;10/05/2012
1,765.00;11/05/2012;11/05/2012
1,764.69;12/05/2012;14/05/2012
1,771.60;15/05/2012;15/05/2012
1,778.37;16/05/2012;16/05/2012
1,793.61;17/05/2012;17/05/2012
1,804.92;18/05/2012;18/05/2012
1,814.46;19/05/2012;22/05/2012
1,824.73;23/05/2012;23/05/2012
1,845.17;24/05/2012;24/05/2012
1,836.45;25/05/2012;25/05/2012
1,840.69;26/05/2012;29/05/2012
1,818.82;30/05/2012;30/05/2012
1,827.83;31/05/2012;31/05/2012
1,833.80;01/06/2012;01/06/2012
1,834.71;02/06/2012;04/06/2012
1,815.54;05/06/2012;05/06/2012
1,798.85;06/06/2012;06/06/2012
1,782.89;07/06/2012;07/06/2012
1,766.91;08/06/2012;08/06/2012
1,776.26;09/06/2012;12/06/2012
1,776.47;13/06/2012;13/06/2012
1,783.45;14/06/2012;14/06/2012
1,787.63;15/06/2012;15/06/2012
1,786.21;16/06/2012;19/06/2012
1,773.18;20/06/2012;20/06/2012
1,770.38;21/06/2012;21/06/2012
1,775.99;22/06/2012;22/06/2012
1,787.47;23/06/2012;25/06/2012
1,803.37;26/06/2012;26/06/2012
3,082.45;22/03/2019;22/03/2019
3,376.99;23/08/2019;23/08/2019
3,383.29;01/11/2019;01/11/2019
4,128.38;19/03/2020;19/03/2020
3,716.35;02/06/2020;02/06/2020
3,365.78;03/08/2019;05/08/2019
3,430.28;05/10/2019;07/10/2019
3,374.29;14/12/2019;16/12/2019
3,967.76;21/04/2020;21/04/2020
1,042.61;08/03/1996;08/03/1996
1,042.42;09/03/1996;11/03/1996
1,043.50;12/03/1996;12/03/1996
1,044.07;13/03/1996;13/03/1996
1,044.99;14/03/1996;14/03/1996
1,045.44;15/03/1996;15/03/1996
1,046.09;16/03/1996;18/03/1996
1,046.76;19/03/1996;19/03/1996
1,047.24;20/03/1996;20/03/1996
1,047.65;21/03/1996;21/03/1996
1,048.40;22/03/1996;22/03/1996
1,048.00;23/03/1996;25/03/1996
1,048.00;26/03/1996;26/03/1996
1,049.08;27/03/1996;27/03/1996
1,049.22;28/03/1996;28/03/1996
1,048.42;29/03/1996;29/03/1996
1,046.00;30/03/1996;01/04/1996
1,042.20;02/04/1996;02/04/1996
1,045.23;03/04/1996;03/04/1996
1,046.92;04/04/1996;08/04/1996
1,050.12;09/04/1996;09/04/1996
1,047.35;10/04/1996;10/04/1996
1,046.55;11/04/1996;11/04/1996
1,047.48;12/04/1996;12/04/1996
1,048.89;13/04/1996;15/04/1996
1,050.73;16/04/1996;16/04/1996
1,054.41;17/04/1996;17/04/1996
1,054.03;18/04/1996;18/04/1996
1,052.90;19/04/1996;19/04/1996
1,053.59;20/04/1996;22/04/1996
1,054.43;23/04/1996;23/04/1996
1,055.31;24/04/1996;24/04/1996
1,054.53;25/04/1996;25/04/1996
1,054.29;26/04/1996;26/04/1996
1,054.80;27/04/1996;29/04/1996
1,058.90;30/04/1996;30/04/1996
1,061.55;01/05/1996;02/05/1996
1,062.56;03/05/1996;03/05/1996
1,062.40;04/05/1996;06/05/1996
1,063.41;07/05/1996;07/05/1996
1,063.53;08/05/1996;08/05/1996
1,061.63;09/05/1996;09/05/1996
1,061.10;10/05/1996;10/05/1996
873.06;07/06/1995;07/06/1995
871.02;08/06/1995;08/06/1995
871.93;09/06/1995;09/06/1995
871.94;10/06/1995;12/06/1995
873.74;13/06/1995;13/06/1995
875.28;14/06/1995;14/06/1995
873.78;15/06/1995;15/06/1995
872.54;16/06/1995;16/06/1995
873.91;17/06/1995;19/06/1995
873.91;20/06/1995;20/06/1995
875.59;21/06/1995;21/06/1995
875.32;22/06/1995;22/06/1995
874.81;23/06/1995;23/06/1995
873.64;24/06/1995;26/06/1995
873.64;27/06/1995;27/06/1995
875.95;28/06/1995;28/06/1995
878.80;29/06/1995;29/06/1995
881.23;30/06/1995;30/06/1995
880.49;01/07/1995;03/07/1995
880.49;04/07/1995;04/07/1995
883.81;05/07/1995;05/07/1995
887.30;06/07/1995;06/07/1995
891.28;07/07/1995;07/07/1995
891.44;08/07/1995;10/07/1995
897.12;11/07/1995;11/07/1995
897.51;12/07/1995;12/07/1995
895.84;13/07/1995;13/07/1995
892.82;14/07/1995;14/07/1995
893.36;15/07/1995;17/07/1995
891.76;18/07/1995;18/07/1995
894.03;19/07/1995;19/07/1995
894.50;20/07/1995;20/07/1995
894.50;21/07/1995;21/07/1995
894.98;22/07/1995;24/07/1995
896.68;25/07/1995;25/07/1995
897.32;26/07/1995;26/07/1995
626.52;18/12/1991;18/12/1991
766.91;25/03/1993;25/03/1993
1,304.33;03/01/1998;05/01/1998
801.15;03/08/1993;03/08/1993
801.86;04/08/1993;04/08/1993
801.82;05/08/1993;05/08/1993
801.86;06/08/1993;06/08/1993
633.35;19/12/1991;19/12/1991
621.71;20/12/1991;20/12/1991
620.62;21/12/1991;23/12/1991
622.95;24/12/1991;24/12/1991
622.95;25/12/1991;26/12/1991
801.78;07/08/1993;09/08/1993
802.30;10/08/1993;10/08/1993
803.22;11/08/1993;11/08/1993
804.48;12/08/1993;12/08/1993
804.93;13/08/1993;13/08/1993
804.51;14/08/1993;17/08/1993
804.76;18/08/1993;18/08/1993
805.62;19/08/1993;19/08/1993
806.15;20/08/1993;20/08/1993
806.72;21/08/1993;23/08/1993
807.04;24/08/1993;24/08/1993
807.57;25/08/1993;25/08/1993
807.77;26/08/1993;26/08/1993
807.55;27/08/1993;27/08/1993
807.53;28/08/1993;30/08/1993
806.86;31/08/1993;31/08/1993
806.83;01/09/1993;01/09/1993
808.04;02/09/1993;02/09/1993
807.96;03/09/1993;03/09/1993
807.68;04/09/1993;06/09/1993
807.62;07/09/1993;07/09/1993
808.24;08/09/1993;08/09/1993
809.33;09/09/1993;09/09/1993
810.25;10/09/1993;10/09/1993
810.03;11/09/1993;13/09/1993
810.09;14/09/1993;14/09/1993
810.81;15/09/1993;15/09/1993
811.75;16/09/1993;16/09/1993
811.93;17/09/1993;17/09/1993
647.28;11/04/1992;13/04/1992
